id,congruency,rt
1,congruent,533.9179101400256
1,incongruent,574.1270573887028
1,congruent,549.4685915106948
1,incongruent,636.8904738935137
1,congruent,619.4336099424776
1,incongruent,785.5087698409844
1,congruent,696.6656413201557
1,incongruent,729.9275432943961
1,congruent,629.382854067517
1,incongruent,754.338668895114
1,congruent,740.9230559488896
1,incongruent,785.5425738626889
1,congruent,601.8536235071291
1,incongruent,743.522885116218
1,congruent,673.0969414663674
1,incongruent,848.3139559211862
1,congruent,510.3914969459805
1,incongruent,557.2426922678703
1,congruent,560.4691076787306
1,incongruent,762.194758883641
1,congruent,454.6440090131724
1,incongruent,536.4802652126599
1,congruent,438.0675256474723
1,incongruent,535.8032286843325
1,congruent,760.0350973499834
1,incongruent,819.3296576130793
1,congruent,543.7166836731676
1,incongruent,568.008276197089
1,congruent,665.9519101563434
1,incongruent,723.6571704091231
1,congruent,674.2657214179144
1,incongruent,710.7886972128714
1,congruent,663.3974672375969
1,incongruent,644.3008227502779
1,congruent,617.0312596225953
1,incongruent,572.9459621811117
1,congruent,689.1153615363536
1,incongruent,766.4507053540137
1,congruent,690.3258272689596
1,incongruent,545.5742606135555
1,congruent,606.7695837631535
1,incongruent,730.3076320330715
1,congruent,745.1011039812181
1,incongruent,798.4523125918568
1,congruent,703.137716874297
1,incongruent,672.360950716962
1,congruent,619.5940788516932
1,incongruent,688.9857829849245
1,congruent,562.3921252514106
1,incongruent,586.335588208635
1,congruent,657.649479499114
1,incongruent,714.9150685221774
1,congruent,550.6404557590673
1,incongruent,628.8191169296837
1,congruent,566.1069692759204
1,incongruent,621.7110311524981
1,congruent,541.12834027456
1,incongruent,611.7358724889348
1,congruent,658.7781209779305
1,incongruent,767.2627044598933
1,congruent,636.0878936929216
1,incongruent,678.1325363786756
1,congruent,586.7264111868652
1,incongruent,601.2773436278442
1,congruent,603.6272856636317
1,incongruent,683.6947737521787
1,congruent,624.1975923896999
1,incongruent,685.7713062819878
1,congruent,646.8971904619832
1,incongruent,701.3302267360367
1,congruent,713.4453304117402
1,incongruent,816.6340412786102
1,congruent,685.4284298222592
1,incongruent,756.8603042359302
1,congruent,548.8886152494503
1,incongruent,571.775224253246
1,congruent,594.6844503798463
1,incongruent,670.2210036393795
1,congruent,448.4079665255975
1,incongruent,608.3405179320914
1,congruent,589.1400201147608
1,incongruent,678.8641259841816
1,congruent,482.7914787374611
1,incongruent,543.9848869886621
1,congruent,628.4525560424796
1,incongruent,611.2948116612855
1,congruent,780.0321699333621
1,incongruent,983.1882268074614
1,congruent,664.4766034168325
1,incongruent,741.5672403698513
1,congruent,808.8040885591963
1,incongruent,812.7963981668443
1,congruent,727.3135313480013
1,incongruent,746.0607392152995
1,congruent,484.2849757368165
1,incongruent,561.324560652299
1,congruent,720.5713293913657
1,incongruent,652.5555881357468
1,congruent,595.2648579790235
1,incongruent,705.7058315584163
1,congruent,633.0604596039469
1,incongruent,604.0295027474605
1,congruent,617.7029328123333
1,incongruent,567.6949566699152
1,congruent,469.10391045657633
1,incongruent,583.6947561080142
1,congruent,785.1345144242399
1,incongruent,935.6383111111635
1,congruent,537.2411081329963
1,incongruent,629.812581274698
1,congruent,464.5344633700597
1,incongruent,522.1276013129383
1,congruent,617.1023549484655
1,incongruent,712.0686974023379
1,congruent,579.7293362731849
1,incongruent,692.0309433297573
1,congruent,587.8743981416874
1,incongruent,491.8976698768639
1,congruent,879.8121328433589
1,incongruent,987.6238098521775
1,congruent,613.6449356441266
1,incongruent,771.2197082862135
1,congruent,671.7300013975557
1,incongruent,675.8771635972462
1,congruent,462.24696053004675
1,incongruent,543.4708631271944
1,congruent,454.6754864864661
1,incongruent,543.6751637618988
1,congruent,707.503619608018
1,incongruent,755.6010140987096
1,congruent,654.7199171596235
1,incongruent,665.425372261416
1,congruent,760.3097831598195
1,incongruent,736.9649358382471
1,congruent,420.3922568352755
1,incongruent,429.60969265925513
1,congruent,653.1221312031801
1,incongruent,695.8129970586483
1,congruent,584.6861357494658
1,incongruent,474.4822463498282
1,congruent,566.2833076984143
1,incongruent,583.4226005305801
1,congruent,576.4344071179667
1,incongruent,625.9872303324465
1,congruent,563.1590222721628
1,incongruent,575.5593930997549
1,congruent,543.3162280006479
1,incongruent,616.4651235461728
1,congruent,403.62467038306966
1,incongruent,441.0281957397146
1,congruent,567.7051769645404
1,incongruent,650.3756184817261
1,congruent,534.4208327359908
1,incongruent,586.3675410380938
1,congruent,535.1465294022304
1,incongruent,683.483574942854
1,congruent,610.336777757931
1,incongruent,656.2866191998852
1,congruent,441.8250887577905
1,incongruent,502.04007591608746
1,congruent,725.7676485538874
1,incongruent,734.032402330189
1,congruent,383.326826723315
1,incongruent,422.4934422007526
1,congruent,472.16392850625533
1,incongruent,522.8178422455442
1,congruent,566.2175804889554
1,incongruent,621.1963819557438
1,congruent,551.6902874174319
1,incongruent,610.4232297391521
1,congruent,655.6536373884197
1,incongruent,616.0648422875058
1,congruent,701.8758884560715
1,incongruent,629.873841697435
1,congruent,770.5839745370387
1,incongruent,734.9123192804067
1,congruent,582.3371106967395
1,incongruent,657.7488048539916
1,congruent,582.0700757409587
1,incongruent,662.3481118050198
1,congruent,575.6837343619407
1,incongruent,654.6938385465536
1,congruent,605.8982400318516
1,incongruent,638.3740264732281
1,congruent,460.0611431351209
1,incongruent,530.9212430325128
1,congruent,594.8410313764266
1,incongruent,683.0395247122522
1,congruent,624.1469973928009
1,incongruent,597.6010893194083
1,congruent,472.93316336727247
1,incongruent,658.7214543820213
1,congruent,598.3057891554529
1,incongruent,524.1431431591637
1,congruent,766.1060026239496
1,incongruent,739.1396974354732
1,congruent,605.7391920546478
1,incongruent,641.5603012684843
1,congruent,799.2360557537501
1,incongruent,890.9236994807864
2,congruent,384.7911193383819
2,incongruent,664.0410497418526
2,congruent,348.5304602936651
2,incongruent,583.517690778471
2,congruent,408.8606985839304
2,incongruent,633.0078317663682
2,congruent,439.8083587725019
2,incongruent,653.1045180942145
2,congruent,563.077997310028
2,incongruent,703.1629043319416
2,congruent,574.008433921733
2,incongruent,651.4866356391976
2,congruent,592.0548626018449
2,incongruent,650.8374606293388
2,congruent,593.4651424665441
2,incongruent,884.1064152482118
2,congruent,396.041475081242
2,incongruent,669.7938358567885
2,congruent,365.30757876785367
2,incongruent,508.80114990165885
2,congruent,526.9242080493075
2,incongruent,876.5205571795485
2,congruent,754.4156097834187
2,incongruent,959.6083938657754
2,congruent,361.1940631217168
2,incongruent,613.5736121357418
2,congruent,294.9523602053997
2,incongruent,529.409234644894
2,congruent,381.68097886062185
2,incongruent,738.6423571988873
2,congruent,471.5350028747786
2,incongruent,587.1371313341541
2,congruent,368.96858586311316
2,incongruent,454.9690943359452
2,congruent,363.5045317411141
2,incongruent,437.72223049032834
2,congruent,316.9025928013592
2,incongruent,507.4579596666956
2,congruent,466.96241432786763
2,incongruent,690.5722570730228
2,congruent,471.6527046279746
2,incongruent,629.1384418899668
2,congruent,400.7383059881905
2,incongruent,539.8625211605392
2,congruent,424.031180807466
2,incongruent,629.0356417343374
2,congruent,398.26244911042335
2,incongruent,577.461301473882
2,congruent,490.17915541159186
2,incongruent,663.959558534051
2,congruent,323.1855075272764
2,incongruent,419.58196890956015
2,congruent,404.0156211750377
2,incongruent,358.96052307889397
2,congruent,515.9405676000741
2,incongruent,645.2885353779151
2,congruent,421.4066532190444
2,incongruent,579.8298478206511
2,congruent,451.6276943780984
2,incongruent,641.8860717180083
2,congruent,561.8643343010158
2,incongruent,673.674003948696
2,congruent,392.90637467233944
2,incongruent,651.7361132141285
2,congruent,525.1720695490258
2,incongruent,783.2936779812507
2,congruent,377.35774377853545
2,incongruent,668.4958568457259
2,congruent,427.3922260956624
2,incongruent,609.7925992512654
2,congruent,463.60193194344396
2,incongruent,679.0041136948416
2,congruent,290.68273531147327
2,incongruent,484.60032894752806
2,congruent,354.1852950121222
2,incongruent,567.6458962177093
2,congruent,410.3719270704433
2,incongruent,537.1275498228471
2,congruent,493.3212629298954
2,incongruent,706.0137222882885
2,congruent,436.54044506100206
2,incongruent,714.1452917990829
2,congruent,530.3128583467048
2,incongruent,606.1516693655287
2,congruent,635.309263604169
2,incongruent,746.668153508452
2,congruent,477.2771771675501
2,incongruent,686.1410222095666
2,congruent,503.7987133711822
2,incongruent,767.9775616330024
2,congruent,311.6485018360411
2,incongruent,532.5843738790056
2,congruent,422.9501801689988
2,incongruent,708.5192668352896
2,congruent,437.9706075240944
2,incongruent,661.1629834136661
2,congruent,571.0688360309982
2,incongruent,746.5100452730856
2,congruent,480.0385905844027
2,incongruent,730.2717774026879
2,congruent,303.3896086639672
2,incongruent,458.45991219803943
2,congruent,658.7905988117774
2,incongruent,820.6812476756003
2,congruent,379.98266134946454
2,incongruent,606.1886872871273
2,congruent,412.80454677358586
2,incongruent,524.8037862148735
2,congruent,356.1920475892963
2,incongruent,528.2528487639157
2,congruent,438.4493579934128
2,incongruent,629.5131164890613
2,congruent,524.122379831334
2,incongruent,801.9113356962276
2,congruent,319.0702709413464
2,incongruent,413.3406736572788
2,congruent,525.0691684756863
2,incongruent,689.8419966859401
2,congruent,528.043187262446
2,incongruent,686.6585015903756
2,congruent,408.4757346029195
2,incongruent,533.0951881673436
2,congruent,461.64692747573974
2,incongruent,524.1677261602824
2,congruent,552.3797071314302
2,incongruent,680.2728170966901
2,congruent,485.36914346729213
2,incongruent,609.5487374084246
2,congruent,371.6207645879258
2,incongruent,535.6583413798071
2,congruent,507.3431232277911
2,incongruent,593.5166308529961
2,congruent,543.990262096713
2,incongruent,583.1581363301528
2,congruent,506.84006190209976
2,incongruent,571.6934657517527
2,congruent,456.98322393845825
2,incongruent,693.1054943208624
2,congruent,579.6674201226791
2,incongruent,667.9661058104116
2,congruent,586.9435877791653
2,incongruent,674.3132226152054
2,congruent,533.5638561844474
2,incongruent,685.2880777265633
2,congruent,265.8841997789101
2,incongruent,426.81859719075476
2,congruent,430.7215700872437
2,incongruent,505.1845811691606
2,congruent,553.5918099849572
2,incongruent,639.0489682766894
2,congruent,326.5182622442221
2,incongruent,528.2358787981082
2,congruent,439.15886275142344
2,incongruent,535.153912331017
2,congruent,600.6398799046627
2,incongruent,619.0309985315168
2,congruent,411.8945402522846
2,incongruent,626.1214650651076
2,congruent,494.8907026761936
2,incongruent,690.2143984161295
2,congruent,451.91799788795487
2,incongruent,631.5466977704
2,congruent,399.97753880484385
2,incongruent,774.951899760121
2,congruent,465.1055036463838
2,incongruent,568.485980824746
2,congruent,353.6748405377733
2,incongruent,550.4514058385269
2,congruent,450.6557375429094
2,incongruent,716.4690821980103
2,congruent,458.4519050758163
2,incongruent,633.6996781299929
2,congruent,382.80088730968384
2,incongruent,591.4009077805504
2,congruent,515.4980444195188
2,incongruent,667.10636994584
2,congruent,486.50551080853336
2,incongruent,703.0356754917938
2,congruent,449.812240009693
2,incongruent,622.0952018293606
2,congruent,466.5936261175013
2,incongruent,699.9707694470608
2,congruent,472.2844569689235
2,incongruent,689.6223387956551
2,congruent,482.5658429217548
2,incongruent,500.6799870812318
2,congruent,479.39923767836376
2,incongruent,809.3559605979759
2,congruent,527.0373595247138
2,incongruent,550.3146908323185
2,congruent,638.2159736413464
2,incongruent,823.5024865063933
2,congruent,745.7322656078586
2,incongruent,766.0282672513596
2,congruent,467.0526344255462
2,incongruent,634.0716758962037
2,congruent,402.72290274585714
2,incongruent,604.674160289801
2,congruent,394.17620647534886
2,incongruent,605.7574793238362
3,congruent,468.152722837349
3,incongruent,749.2275813170124
3,congruent,431.8627012597523
3,incongruent,692.1725476008905
3,congruent,767.1948783019691
3,incongruent,811.9442141052041
3,congruent,407.8496307380967
3,incongruent,683.1472798333574
3,congruent,565.0297324552707
3,incongruent,747.8967472715299
3,congruent,577.0319730736255
3,incongruent,776.8796526640342
3,congruent,366.662226339311
3,incongruent,628.5056918859572
3,congruent,558.3971207357363
3,incongruent,760.6137499713084
3,congruent,532.7720403846588
3,incongruent,718.8209811085369
3,congruent,391.015017559586
3,incongruent,547.8809237652627
3,congruent,363.609960231738
3,incongruent,567.3605891073557
3,congruent,617.1923781494945
3,incongruent,736.0266981070456
3,congruent,310.49622775023136
3,incongruent,620.3060543015051
3,congruent,323.8640624581743
3,incongruent,711.0706245703534
3,congruent,460.16574911990637
3,incongruent,724.557952198135
3,congruent,428.37181485898304
3,incongruent,684.0392619702056
3,congruent,548.19349608489415
3,incongruent,729.4227107277724
3,congruent,501.0356876447761
3,incongruent,654.8640656647051
3,congruent,477.79176499636463
3,incongruent,685.3982730574177
3,congruent,308.66487344846166
3,incongruent,722.3985786028255
3,congruent,467.219127433632
3,incongruent,791.7994763319637
3,congruent,345.4721282122888
3,incongruent,654.4213349108707
3,congruent,503.2136046294236
3,incongruent,710.3390150017542
3,congruent,397.57681863221853
3,incongruent,679.4571542778305
3,congruent,526.0988190429424
3,incongruent,790.0765407149856
3,congruent,324.8590176578052
3,incongruent,496.00116678399456
3,congruent,360.0142567936414
3,incongruent,690.0116588606912
3,congruent,552.7705608110199
3,incongruent,673.8291092862886
3,congruent,408.93270110025446
3,incongruent,567.0701639102602
3,congruent,494.96636921504876
3,incongruent,643.8502183929295
3,congruent,452.3403361204776
3,incongruent,699.8213371865918
3,congruent,558.5231665963022
3,incongruent,771.5318710221336
3,congruent,475.8634963323857
3,incongruent,764.1466535572663
3,congruent,430.013536640916
3,incongruent,762.707174818906
3,congruent,506.4464038355278
3,incongruent,737.7604462349742
3,congruent,352.6507381849224
3,incongruent,723.6765599349987
3,congruent,445.8561941237125
3,incongruent,717.5431779206823
3,congruent,465.0893299875986
3,incongruent,700.2766914934539
3,congruent,325.3285953566188
3,incongruent,483.3908827910434
3,congruent,522.1640315320743
3,incongruent,755.0960948144784
3,congruent,587.1111975123765
3,incongruent,668.8258660146258
3,congruent,528.0618277132281
3,incongruent,778.8338409482589
3,congruent,545.7713470139697
3,incongruent,642.6785331500713
3,congruent,507.54749641395506
3,incongruent,720.1655164198038
3,congruent,437.4126718103403
3,incongruent,666.9584789454676
3,congruent,468.8194859817037
3,incongruent,723.3202140879694
3,congruent,556.3839965696728
3,incongruent,704.0759686111609
3,congruent,500.82722209285254
3,incongruent,643.8418669615563
3,congruent,523.7176623305908
3,incongruent,657.8329224479974
3,congruent,352.07790727467483
3,incongruent,600.6767503923205
3,congruent,392.0669758062856
3,incongruent,566.8549490025338
3,congruent,504.9932070520715
3,incongruent,698.6932794059129
3,congruent,458.3631034977577
3,incongruent,712.3265870788402
3,congruent,654.0811785077263
3,incongruent,827.860427754885
3,congruent,298.98611082237096
3,incongruent,567.512673347859
3,congruent,471.16173238186843
3,incongruent,608.922997590322
3,congruent,446.10708982158155
3,incongruent,581.1169090898798
3,congruent,560.5243995317712
3,incongruent,776.6598228587652
3,congruent,486.97125691425873
3,incongruent,625.1988430133943
3,congruent,451.2872828022997
3,incongruent,733.2365812231037
3,congruent,435.57905508304935
3,incongruent,824.8464384237725
3,congruent,413.7356847323142
3,incongruent,547.3482717483848
3,congruent,442.9979533069952
3,incongruent,547.097044594314
3,congruent,438.0503862855212
3,incongruent,651.2144883823013
3,congruent,446.399308027145
3,incongruent,685.5071208765954
3,congruent,498.60212704043
3,incongruent,726.5717250874407
3,congruent,470.2790641788928
3,incongruent,689.6765554996144
3,congruent,512.2449070893284
3,incongruent,759.1250691983511
3,congruent,339.0202406366959
3,incongruent,508.8425938664842
3,congruent,537.7080629146675
3,incongruent,782.0903277065139
3,congruent,523.2264529838703
3,incongruent,724.919648636283
3,congruent,375.06118331478467
3,incongruent,537.6939197433405
3,congruent,343.8546251424201
3,incongruent,520.6043222006307
3,congruent,419.6483556770576
3,incongruent,584.8658682651245
3,congruent,433.7017675126366
3,incongruent,688.2727301056395
3,congruent,476.80820132353205
3,incongruent,726.946897314127
3,congruent,370.1015314204769
3,incongruent,649.373877817148
3,congruent,675.9672324625355
3,incongruent,822.7528288857363
3,congruent,438.6173410031677
3,incongruent,728.7052887456847
3,congruent,440.6418257007723
3,incongruent,587.6892177441894
3,congruent,390.37335467859896
3,incongruent,538.9791242550413
3,congruent,489.2589949279251
3,incongruent,700.2761773714802
3,congruent,268.938395255153
3,incongruent,575.6142641113788
3,congruent,696.6097194798012
3,incongruent,861.9981848455583
3,congruent,382.94361534433546
3,incongruent,598.0466643102162
3,congruent,503.83659753812356
3,incongruent,713.5593810384995
3,congruent,455.89368831436383
3,incongruent,691.4102085169823
3,congruent,239.8463318796795
3,incongruent,390.6917725948538
3,congruent,447.29168896798603
3,incongruent,729.9486935850655
3,congruent,454.38678541175176
3,incongruent,627.4093047606667
3,congruent,378.2469256862829
3,incongruent,551.4396379907754
3,congruent,450.6677559858805
3,incongruent,662.5007156430383
3,congruent,322.43697592774055
3,incongruent,562.1994930281717
3,congruent,433.2004058608931
3,incongruent,662.1514852712644
3,congruent,692.9737215938167
3,incongruent,882.3099024349931
3,congruent,439.34770110786104
3,incongruent,734.1995598464144
3,congruent,352.7087177519994
3,incongruent,531.1513461435184
3,congruent,523.354061367606
3,incongruent,753.9852014509505
3,congruent,536.8302101540864
3,incongruent,723.9234075931597
3,congruent,422.00415753054847
3,incongruent,603.3433531886722
4,congruent,758.6154651237139
4,incongruent,897.5680113010609
4,congruent,739.437059482714
4,incongruent,840.5848150999037
4,congruent,595.380887467901
4,incongruent,759.5614688969077
4,congruent,714.082023704398
4,incongruent,785.3028201181331
4,congruent,654.9114652097368
4,incongruent,792.4119258050891
4,congruent,521.3400384902536
4,incongruent,729.0391854505708
4,congruent,547.4040391680695
4,incongruent,643.5660417797274
4,congruent,774.2802386532768
4,incongruent,833.2708567987253
4,congruent,841.156764095
4,incongruent,938.5628062916314
4,congruent,561.7425740666578
4,incongruent,624.6303381141186
4,congruent,660.6108385604517
4,incongruent,813.9289768437759
4,congruent,765.9493225149329
4,incongruent,930.3533859167676
4,congruent,708.7017611491931
4,incongruent,805.3055158671884
4,congruent,669.4032401421348
4,incongruent,835.6985999887455
4,congruent,678.3139436709722
4,incongruent,853.1570693199471
4,congruent,711.421189910274
4,incongruent,834.1877731951778
4,congruent,803.4959824774274
4,incongruent,1036.850363745499
4,congruent,555.662323118976
4,incongruent,773.1365075771162
4,congruent,783.4764719215773
4,incongruent,893.5214762600986
4,congruent,552.9244391852669
4,incongruent,715.4171730262669
4,congruent,709.2226956175859
4,incongruent,921.1024812305652
4,congruent,663.4589161764616
4,incongruent,734.7350190594469
4,congruent,795.4057779471996
4,incongruent,968.923079833372
4,congruent,526.3500797706442
4,incongruent,514.8413008396394
4,congruent,636.5571077572876
4,incongruent,849.0820180238024
4,congruent,598.1640676136215
4,incongruent,756.0657195095047
4,congruent,701.287077980544
4,incongruent,924.3066986214192
4,congruent,697.637374442268
4,incongruent,933.3573235086419
4,congruent,599.3628857434138
4,incongruent,668.8352617542587
4,congruent,702.6867327644513
4,incongruent,865.970437034953
4,congruent,621.5167826662071
4,incongruent,881.139454753653
4,congruent,680.1268101437788
4,incongruent,820.717033739215
4,congruent,669.3200921574814
4,incongruent,770.3815834206416
4,congruent,568.2340760195441
4,incongruent,681.9627603944684
4,congruent,636.8567795882294
4,incongruent,893.4312374010667
4,congruent,824.6909655453998
4,incongruent,898.3305546200851
4,congruent,517.1656851640751
4,incongruent,537.2674085847552
4,congruent,724.5858164624744
4,incongruent,725.0982223678578
4,congruent,655.6091034752593
4,incongruent,854.8128026513116
4,congruent,597.5781431776248
4,incongruent,757.1083300630874
4,congruent,668.8924491186443
4,incongruent,868.1955054595654
4,congruent,714.7514617090505
4,incongruent,901.8870879317316
4,congruent,571.8108851758451
4,incongruent,685.5392840748766
4,congruent,532.0249740714222
4,incongruent,668.9338920021761
4,congruent,606.086985876218
4,incongruent,760.816276661319
4,congruent,547.7884053823658
4,incongruent,668.0278607744519
4,congruent,708.3023662836323
4,incongruent,721.4866354266587
4,congruent,561.7266758869209
4,incongruent,826.1890646377503
4,congruent,617.7815781728267
4,incongruent,722.2705135381564
4,congruent,709.2808103450343
4,incongruent,897.4557577252972
4,congruent,683.4245628545226
4,incongruent,895.5550995228933
4,congruent,578.1019567932435
4,incongruent,771.1662329890381
4,congruent,693.9506689955963
4,incongruent,774.5089269191312
4,congruent,772.3291238851554
4,incongruent,968.1253043045958
4,congruent,621.2845639202767
4,incongruent,746.0683854371966
4,congruent,630.0971524361319
4,incongruent,789.2281738716546
4,congruent,711.3717485223386
4,incongruent,744.1978451191918
4,congruent,742.2258982688845
4,incongruent,769.3720339418005
4,congruent,798.5095223215421
4,incongruent,873.7743547695816
4,congruent,736.4615046230267
4,incongruent,832.1081236511873
4,congruent,687.90900348487
4,incongruent,713.1073750049022
4,congruent,698.2221748235365
4,incongruent,848.5515092335734
4,congruent,675.5273484018044
4,incongruent,826.0992951437929
4,congruent,558.8277244046584
4,incongruent,803.9867629997226
4,congruent,607.7071545174119
4,incongruent,724.2053045676562
4,congruent,610.2610531525636
4,incongruent,712.7789767101622
4,congruent,666.8058554145363
4,incongruent,853.1570926221541
4,congruent,647.3628218129102
4,incongruent,874.2110359111745
4,congruent,571.5687235192105
4,incongruent,722.5803820178926
4,congruent,970.5570910314866
4,incongruent,1018.0292769708094
4,congruent,583.4536341039743
4,incongruent,642.4942242545725
4,congruent,861.496062570407
4,incongruent,915.1326624091897
4,congruent,683.2791683795512
4,incongruent,869.3493438372193
4,congruent,610.0727764374817
4,incongruent,844.3956538790628
4,congruent,595.3047405866746
4,incongruent,771.6514061108671
4,congruent,585.4378531336564
4,incongruent,611.5377883986306
4,congruent,658.1194963153457
4,incongruent,778.3434844130471
4,congruent,706.6820900199149
4,incongruent,882.3439378472065
4,congruent,534.9686334070879
4,incongruent,618.772624951201
4,congruent,593.6099419778764
4,incongruent,733.7025833835825
4,congruent,527.5959467865453
4,incongruent,653.1111519468762
4,congruent,596.995950698025
4,incongruent,820.5738345477571
4,congruent,659.3457224700398
4,incongruent,804.8117891257126
4,congruent,630.9352566393853
4,incongruent,804.3261686889052
4,congruent,669.4613456895007
4,incongruent,703.1675243219167
4,congruent,808.0183454187161
4,incongruent,903.7785325411878
4,congruent,525.126948714785
4,incongruent,618.0785315645905
4,congruent,766.4180226078179
4,incongruent,796.8177324708691
4,congruent,754.8820906103908
4,incongruent,880.6847144165072
4,congruent,527.2446726737192
4,incongruent,768.6653653023851
4,congruent,407.53932650322446
4,incongruent,633.2824272552956
4,congruent,724.7952202408944
4,incongruent,885.7575303265578
4,congruent,669.5902014794456
4,incongruent,701.8904753447724
4,congruent,614.9611897745597
4,incongruent,780.139610721077
4,congruent,683.135597411363
4,incongruent,765.7162449837446
4,congruent,716.175530516978
4,incongruent,754.439221771058
4,congruent,572.1578607401372
4,incongruent,640.067279185498
4,congruent,697.2214262708633
4,incongruent,817.3598049864685
4,congruent,676.3510735048003
4,incongruent,709.3858205657617
4,congruent,522.9033557108706
4,incongruent,664.2178900385103
5,congruent,437.1152937133659
5,incongruent,793.3443610801735
5,congruent,474.50159752992124
5,incongruent,702.7671879214087
5,congruent,502.3816525128753
5,incongruent,550.88158320600985
5,congruent,660.6539082237724
5,incongruent,789.4548434344443
5,congruent,692.7810607450845
5,incongruent,776.4488718073303
5,congruent,647.1461221521085
5,incongruent,716.440016440143
5,congruent,612.6745420717143
5,incongruent,812.5002018328912
5,congruent,649.752961950992
5,incongruent,719.4356578897208
5,congruent,611.4196300410533
5,incongruent,657.9753772313187
5,congruent,434.72721616746054
5,incongruent,727.3396237238161
5,congruent,610.6958600535925
5,incongruent,754.8847314162654
5,congruent,446.2467182581746
